primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappearance_count,sqrt_reappearance,reappears_after_first,clean_title,lastfm_genre,lastfm_top_tag,duration_sec,search_artist,new_lastfm_genre
gotye,2012,"""Somebody That I Used to Know""","[""gotye"",""kimbra""]",TRUE,1,Samples & Seconds / Republic,2011-01-01,Samples & Seconds; Republic,2010,FALSE,1,0,0,FALSE,Somebody That I Used to Know,Unknown,NA,244.973,gotye & kimbra,NA
carly rae jepsen,2012,"""Call Me Maybe""","""carly rae jepsen""",TRUE,1,Silent Records IGA,2012-01-01,Silent Records IGA,2010,FALSE,2,0,0,FALSE,Call Me Maybe,Pop,Pop,193.4,carly rae jepsen,Pop
fun,2012,"""We Are Young""","[""fun"",""janelle monáe""]",TRUE,4,FFWD Records,2008-06-18,FFWD Records,2010,FALSE,3,3,1.7320508075688772,TRUE,We Are Young,Unknown,NA,250.626,fun & janelle monáe,NA
ellie goulding,2012,"""Lights""","""ellie goulding""",TRUE,5,Secretly Canadian,1981-02-03,Secretly Canadian,2010,FALSE,5,4,2,TRUE,Lights,Pop,Pop,244.266,ellie goulding,Pop
the wanted,2012,"""Glad You Came""","""the wanted""",TRUE,1,Tooth & Nail (TNN),2008-01-01,Tooth & Nail (TNN),2010,FALSE,6,0,0,FALSE,Glad You Came,Pop,Pop,197.935,the wanted,Pop
one direction,2012,"""What Makes You Beautiful""","""one direction""",TRUE,6,Syco Music UK,2010-11-29,Syco Music UK,2010,FALSE,10,5,2.23606797749979,TRUE,What Makes You Beautiful,Pop,Pop,199.986,one direction,Pop
alex clare,2012,"""Too Close""","""alex clare""",TRUE,1,Universal-Island Records Ltd.,2011,Universal-Island Records Ltd.,2010,FALSE,30,0,0,FALSE,Too Close,Electronic,Dubstep,256.56,alex clare,Electronic
demi lovato,2012,"""Give Your Heart a Break""","""demi lovato""",TRUE,5,Hollywood Records,2011-01-01,Hollywood Records,2010,FALSE,39,4,2,TRUE,Give Your Heart a Break,Pop,Pop,205.346,demi lovato,Pop
calvin harris,2012,"""Feel So Close""","""calvin harris""",TRUE,10,Columbia,2011-08-19,Columbia,2010,FALSE,42,9,3,TRUE,Feel So Close,Electronic,Dance,206.413,calvin harris,Electronic
tyga,2012,"""Rack City""","""tyga""",TRUE,2,Cash Money Records/Motown Records,2012-01-01,Cash Money Records; Motown Records,2010,FALSE,45,1,1,TRUE,Rack City,Rap,Rap,208.44,tyga,Rap
psy,2012,"""Gangnam Style""","""psy""",TRUE,2,Silent Records/Universal Republic Records,2012-01-01,Silent Records; Universal Republic Records,2010,FALSE,47,1,1,TRUE,Gangnam Style,Pop,K-Pop,219.493,psy,Pop
phillip phillips,2012,"""Home""","""phillip phillips""",TRUE,3,19 Recordings/Interscope,2012-01-01,19 Recordings; Interscope,2010,FALSE,49,2,1.4142135623730951,TRUE,Home,Folk,Folk,210.173,phillip phillips,Folk
hunter hayes,2012,"""Wanted""","""hunter hayes""",TRUE,3,Atlantic Records,2011,Atlantic Records,2010,FALSE,52,2,1.4142135623730951,TRUE,Wanted,Country,Country,228.84,hunter hayes,Country
2 chainz,2012,"""No Lie""","[""2 chainz"",""drake""]",TRUE,2,Def Jam Recordings,2012-01-01,Def Jam Recordings,2010,TRUE,54,1,1,TRUE,No Lie,Rap,Hip-Hop,237.826,2 chainz & drake,Rap
cher lloyd,2012,"""Want U Back""","""cher lloyd""",TRUE,1,Syco Music UK,2012-10-02,Syco Music UK,2010,FALSE,55,0,0,FALSE,Want U Back,Pop,Pop,214.573,cher lloyd,Pop
eric church,2012,"""Springsteen""","""eric church""",TRUE,2,Roc Nation / Jay-Z,2009-09-08,Roc Nation; Jay-Z,2010,FALSE,58,1,1,TRUE,Springsteen,Country,Country,263.386,eric church,Country
karmin,2012,"""Brokenhearted""","""karmin""",TRUE,1,Epic,2012-05-07,Epic,2010,TRUE,59,0,0,FALSE,Brokenhearted,Pop,Pop,227.146,karmin,Pop
j. cole,2012,"""Work Out""","""j. cole""",TRUE,3,Roc Nation LLC,2011-09-27,Roc Nation LLC,2010,FALSE,63,2,1.4142135623730951,TRUE,Work Out,Rap,J Cole,235.32,j. cole,Rap
little big town,2012,"""Pontoon""","""little big town""",TRUE,2,Average Joes Entertainment,2010-09-28,Average Joes Entertainment,2010,FALSE,67,1,1,TRUE,Pontoon,Country,Country,212.32,little big town,Country
the lumineers,2012,"""Ho Hey""","""the lumineers""",TRUE,2,Dualtone Music Group,2012-04-03,Dualtone Music Group,2010,FALSE,68,1,1,TRUE,Ho Hey,Folk,Indie,163.133,the lumineers,Folk
kirko bangz,2012,"""Drank in My Cup""","""kirko bangz""",TRUE,1,Warner Records,2011-09-16,Warner Records,2010,FALSE,78,0,0,FALSE,Drank in My Cup,Rap,Rap,232.16,kirko bangz,Rap
havana brown,2012,"""We Run the Night""","[""havana brown"",""pitbull""]",TRUE,1,Universal Music Australia Pty. Ltd.,2011-01-01,Universal Music Australia Pty. Ltd.,2010,FALSE,90,0,0,FALSE,We Run the Night,Pop,Dance,228.2,havana brown & pitbull,Pop
imagine dragons,2012,"""It's Time""","""imagine dragons""",TRUE,13,Kid Ina Korner / Interscope,2012-09-04,Kid Ina Korner; Interscope,2010,FALSE,91,12,3.4641016151377544,TRUE,It's Time,Rock,Indie,237.986,imagine dragons,Rock
cash out,2012,"""Cashin' Out""","""cash out""",TRUE,1,Epic,2012-03-26,Epic,2010,TRUE,92,0,0,FALSE,Cashin' Out,Unknown,NA,236.303,cash out,NA
lee brice,2012,"""Hard to Love""","""lee brice""",TRUE,4,Curb Records,2012-04-24,Curb Records,2010,FALSE,95,3,1.7320508075688772,TRUE,Hard to Love,Country,Country,224.293,lee brice,Country
kip moore,2012,"""Somethin' 'Bout a Truck""","""kip moore""",TRUE,1,MCA Nashville,2012-01-01,MCA Nashville,2010,FALSE,96,0,0,FALSE,Somethin' 'Bout a Truck,Country,Country,213.826,kip moore,Country
macklemore,2013,"""Thrift Shop""","[""macklemore"",""ryan lewis"",""wanz""]",TRUE,5,Macklemore,2012-10-09,Macklemore,2010,FALSE,1,4,2,TRUE,Thrift Shop,Rap,Hip Hop,235.613,macklemore & ryan lewis & wanz,Rap
baauer,2013,"""Harlem Shake""","""baauer""",TRUE,1,Rhino Atlantic,1973-01-01,Rhino Atlantic,2010,FALSE,4,0,0,FALSE,Harlem Shake,Electronic,Trap,196.664,baauer,Electronic
florida georgia line,2013,"""Cruise""","[""florida georgia line"",""nelly""]",TRUE,7,BMX,2012-01-01,BMX,2010,FALSE,9,6,2.449489742783178,TRUE,Cruise,Unknown,NA,208.96,florida georgia line & nelly,NA
daft punk,2013,"""Get Lucky""","[""daft punk"",""pharrell williams""]",TRUE,1,Daft Life Ltd./ADA France,2001-03-12,Daft Life Ltd.; ADA France,2010,FALSE,14,0,0,FALSE,Get Lucky,Unknown,Bbc Radio 1,248.413,daft punk & pharrell williams,NA
lorde,2013,"""Royals""","""lorde""",TRUE,3,Universal Music New Zealand Limited,2013-01-01,Universal Music New Zealand Limited,2010,FALSE,15,2,1.4142135623730951,TRUE,Royals,Pop,Pop,190.185,lorde,Pop
avicii,2013,"""Wake Me Up""","""avicii""",TRUE,3,Universal Music AB,2013-01-01,Universal Music AB,2010,FALSE,19,2,1.4142135623730951,TRUE,Wake Me Up,Electronic,Electronic,247.426,avicii,Electronic
anna kendrick,2013,"""Cups (Pitch Perfect's When I'm Gone)""","""anna kendrick""",TRUE,1,Red Zone Entertainment / IDJ,2011-01-01,Red Zone Entertainment; IDJ,2010,FALSE,21,0,0,FALSE,Cups (Pitch Perfect's When I'm Gone),Unknown,NA,128.013,anna kendrick,NA
will.i.am,2013,"""Scream & Shout""","[""will.i.am"",""britney spears""]",TRUE,2,Interscope,2013-01-01,Interscope,2010,FALSE,23,1,1,TRUE,Scream & Shout,Pop,Dance,283.4,will.i.am & britney spears,Pop
zedd,2013,"""Clarity""","[""zedd"",""foxes""]",TRUE,4,Interscope,2012,Interscope,2010,FALSE,24,3,1.7320508075688772,TRUE,Clarity,Electronic,Electronic,271.426,zedd & foxes,Electronic
awolnation,2013,"""Sail""","""awolnation""",TRUE,1,Red Bull Records,2011-03-15,Red Bull Records,2010,FALSE,25,0,0,FALSE,Sail,Electronic,Electronic,259.093,awolnation,Electronic
swedish house mafia,2013,"""Don't You Worry Child""","[""swedish house mafia"",""john martin""]",TRUE,1,Bad Boy Records,1994-09-13,Bad Boy Records,2010,FALSE,26,0,0,FALSE,Don't You Worry Child,Unknown,NA,212.862,swedish house mafia & john martin,NA
icona pop,2013,"""I Love It""","[""icona pop"",""charli xcx""]",TRUE,1,Big Beat Records/Atlantic,2012-06-19,Big Beat Records; Atlantic,2010,FALSE,28,0,0,FALSE,I Love It,Pop,Dance,157.152,icona pop & charli xcx,Pop
capital cities,2013,"""Safe and Sound""","""capital cities""",TRUE,1,"Lazy Hooks, LLC",2013-06-04,"Lazy Hooks, LLC",2010,FALSE,29,0,0,FALSE,Safe and Sound,Electronic,Indie,192.789,capital cities,Electronic
ariana grande,2013,"""The Way""","[""ariana grande"",""mac miller""]",TRUE,21,Universal Records,2013-01-01,Universal Records,2010,FALSE,31,20,4.47213595499958,TRUE,The Way,Pop,Pop,227.026,ariana grande & mac miller,Pop
asap rocky,2013,"""Fuckin' Problems""","[""asap rocky"",""drake"",""2 chainz"",""kendrick lamar""]",TRUE,1,A$AP Worldwide/Polo Grounds Music/RCA Records,2011-10-31,A$AP Worldwide; Polo Grounds Music; RCA Records,2010,TRUE,41,0,0,FALSE,Fuckin' Problems,Unknown,NA,233.786,asap rocky & drake & 2 chainz & kendrick lamar,NA
lana del rey,2013,"""Summertime Sadness""","[""lana del rey"",""cédric gervais""]",TRUE,1,Urban,2012-01-01,Urban,2010,FALSE,45,0,0,FALSE,Summertime Sadness,Unknown,NA,214.912,lana del rey & cédric gervais,NA
mumford,2013,"""I Will Wait""","[""mumford"",""sons""]",TRUE,1,Gasoline Alley,1996-07-30,Gasoline Alley,2010,FALSE,52,0,0,FALSE,I Will Wait,Folk,Folk,276.72,mumford & sons,Folk
darius rucker,2013,"""Wagon Wheel""","""darius rucker""",TRUE,1,Capitol Records Nashville,2013-01-01,Capitol Records Nashville,2010,FALSE,54,0,0,FALSE,Wagon Wheel,Country,Country,298.373,darius rucker,Country
wale,2013,"""Bad""","[""wale"",""tiara thomas or rihanna""]",TRUE,1,MMG/Atlantic,2013-02-05,MMG; Atlantic,2010,FALSE,59,0,0,FALSE,Bad,Unknown,NA,238.826,wale & tiara thomas or rihanna,NA
of monsters,2013,"""Little Talks""","[""of monsters"",""men""]",TRUE,1,Universal Records,2012-01-01,Universal Records,2010,FALSE,65,0,0,FALSE,Little Talks,Folk,Indie,266.6,of monsters & men,Folk
ylvis,2013,"""The Fox (What Does the Fox Say?)""","""ylvis""",TRUE,1,WM Norway,2013-09-02,WM Norway,2010,FALSE,73,0,0,FALSE,The Fox (What Does the Fox Say?),Pop,Pop,213.708,ylvis,Pop
ed sheeran,2013,"""The A Team""","""ed sheeran""",TRUE,16,Atlantic Records UK,2011-09-09,Atlantic Records UK,2010,FALSE,75,15,3.872983346207417,TRUE,The A Team,Pop,Acoustic,258.373,ed sheeran,Pop
kendrick lamar,2013,"""Swimming Pools (Drank)""","""kendrick lamar""",TRUE,8,Aftermath,2012,Aftermath,2010,TRUE,79,7,2.6457513110645907,TRUE,Swimming Pools (Drank),Rap,Hip-Hop,247.8,kendrick lamar,Rap
olly murs,2013,"""Troublemaker""","[""olly murs"",""flo rida""]",TRUE,1,Epic,2011,Epic,2010,TRUE,82,0,0,FALSE,Troublemaker,Pop,Pop,185.586,olly murs & flo rida,Pop
rocko,2013,"""U.O.E.N.O.""","[""rocko"",""future"",""rick ross""]",TRUE,1,Rocky Road Records,2013-03-05,Rocky Road Records,2010,FALSE,87,0,0,FALSE,U.O.E.N.O.,Unknown,NA,260.276,rocko & future & rick ross,NA
emeli sandé,2013,"""Next to Me""","""emeli sandé""",TRUE,1,Virgin,2012-01-01,Virgin,2010,FALSE,88,0,0,FALSE,Next to Me,Pop,Pop,196.866,emeli sandé,Pop
thomas rhett,2013,"""It Goes Like This""","""thomas rhett""",TRUE,5,"The Valory Music Co., LLC",2013-01-01,"The Valory Music Co., LLC",2010,FALSE,90,4,2,TRUE,It Goes Like This,Country,Country,186.08,thomas rhett,Country
ace hood,2013,"""Bugatti""","[""ace hood"",""future"",""rick ross""]",TRUE,1,We The Best Music/Cash Money Records,2013-01-01,We The Best Music; Cash Money Records,2010,FALSE,91,0,0,FALSE,Bugatti,Unknown,NA,269.266,ace hood & future & rick ross,NA
passenger,2013,"""Let Her Go""","""passenger""",TRUE,2,Nettwerk Music Group,2012-08-28,Nettwerk Music Group,2010,FALSE,97,1,1,TRUE,Let Her Go,Folk,Folk,252.733,passenger,Folk
randy houser,2013,"""Runnin' Outta Moonlight""","""randy houser""",TRUE,1,VoiceExpress,2000,VoiceExpress,2010,FALSE,98,0,0,FALSE,Runnin' Outta Moonlight,Country,Country,193.773,randy houser,Country
pharrell williams,2014,"""Happy""","""pharrell williams""",TRUE,1,Nytingale Records,2011-10-21,Nytingale Records,2010,FALSE,1,0,0,FALSE,Happy,Pop,Pop,232.72,pharrell williams,Pop
iggy azalea,2014,"""Fancy""","[""iggy azalea"",""charli xcx""]",TRUE,2,EMI,2014-01-01,EMI,2010,FALSE,4,1,1,TRUE,Fancy,Rap,Rap,199.938,iggy azalea & charli xcx,Rap
magic!,2014,"""Rude""","""magic!""",TRUE,1,Latium Records/RCA Records,2013-10-11,Latium Records; RCA Records,2010,TRUE,7,0,0,FALSE,Rude,Pop,Pop,224.84,magic!,Pop
meghan trainor,2014,"""All About That Bass""","""meghan trainor""",TRUE,9,Epic,2014-06-30,Epic,2010,TRUE,8,8,2.8284271247461903,TRUE,All About That Bass,Pop,Pop,187.92,meghan trainor,Pop
sam smith,2014,"""Stay with Me""","""sam smith""",TRUE,10,PLG - Capitol,2014-05-26,PLG - Capitol,2010,FALSE,10,9,3,TRUE,Stay with Me,Pop,Soul,172.723,sam smith,Pop
bastille,2014,"""Pompeii""","""bastille""",TRUE,1,EMI (Virgin),2013-01-01,EMI (Virgin),2010,FALSE,12,0,0,FALSE,Pompeii,Pop,Indie,214.147,bastille,Pop
nico,2014,"""Am I Wrong""","[""nico"",""vinz""]",TRUE,1,Roc-A-Fella,2008-11-24,Roc-A-Fella,2010,FALSE,14,0,0,FALSE,Am I Wrong,Pop,Pop,245.866,nico & vinz,Pop
dj snake,2014,"""Turn Down for What""","[""dj snake"",""lil jon""]",TRUE,6,Epic,2001-06-28,Epic,2010,TRUE,15,5,2.23606797749979,TRUE,Turn Down for What,Electronic,Trap,213.733,dj snake & lil jon,NA
a great big world,2014,"""Say Something""","[""a great big world"",""christina aguilera""]",TRUE,1,KATHARINE MCPHEE,2010,KATHARINE MCPHEE,2010,FALSE,17,0,0,FALSE,Say Something,Pop,Indie Pop,229.4,a great big world & christina aguilera,Pop
idina menzel,2014,"""Let It Go""","""idina menzel""",TRUE,1,Walt Disney Records,2013-01-01,Walt Disney Records,2010,FALSE,21,0,0,FALSE,Let It Go,Pop,Soundtrack,223.84,idina menzel,Pop
sia,2014,"""Chandelier""","""sia""",TRUE,4,Vitamin Records,2014-08-19,Vitamin Records,2010,FALSE,25,3,1.7320508075688772,TRUE,Chandelier,Pop,Pop,216.12,sia,Pop
disclosure,2014,"""Latch""","[""disclosure"",""sam smith""]",TRUE,1,Universal-Island Records Ltd.,2012-01-01,Universal-Island Records Ltd.,2010,FALSE,28,0,0,FALSE,Latch,Electronic,House,255.631,disclosure & sam smith,Electronic
american authors,2014,"""Best Day of My Life""","""american authors""",TRUE,1,Island Records,2014-01-01,Island Records,2010,FALSE,31,0,0,FALSE,Best Day of My Life,Pop,Indie,194.24,american authors,Pop
tove lo,2014,"""Habits (Stay High)""","""tove lo""",TRUE,3,Universal Music AB,2014-01-01,Universal Music AB,2010,FALSE,32,2,1.4142135623730951,TRUE,Habits (Stay High),Pop,Pop,209.16,tove lo,Pop
charli xcx,2014,"""Boom Clap""","""charli xcx""",TRUE,1,Atlantic Records UK,2014-12-15,Atlantic Records UK,2010,FALSE,34,0,0,FALSE,Boom Clap,Pop,Pop,169.866,charli xcx,Pop
clean bandit,2014,"""Rather Be""","[""clean bandit"",""jess glynne""]",TRUE,2,Atlantic Records,2014-01-17,Atlantic Records,2010,FALSE,41,1,1,TRUE,Rather Be,Unknown,NA,227.833,clean bandit & jess glynne,NA
kid ink,2014,"""Show Me""","[""kid ink"",""chris brown""]",TRUE,1,Tha Alumni Music Group/88 Classic/RCA Records,2014-01-06,Tha Alumni Music Group; 88 Classic; RCA Records,2010,TRUE,43,0,0,FALSE,Show Me,Unknown,NA,217.8,kid ink & chris brown,NA
aloe blacc,2014,"""The Man""","""aloe blacc""",TRUE,1,Interscope,2013-01-01,Interscope,2010,FALSE,48,0,0,FALSE,The Man,Pop,Soul,255.906,aloe blacc,Pop
mkto,2014,"""Classic""","""mkto""",TRUE,1,Columbia/M2V,2012,Columbia; M2V,2010,FALSE,50,0,0,FALSE,Classic,Pop,Pop,175.426,mkto,Pop
bobby shmurda,2014,"""Hot Boy""","""bobby shmurda""",TRUE,1,Integrity Music (US),1993,Integrity Music (US),2010,FALSE,54,0,0,FALSE,Hot Boy,Unknown,Fallon,194.561,bobby shmurda,NA
yg,2014,"""My Hitta""","[""yg"",""jeezy"",""rich homie quan""]",TRUE,2,Def Jam Recordings,2013-01-01,Def Jam Recordings,2010,TRUE,58,1,1,TRUE,My Hitta,Unknown,NA,236.093,yg & jeezy & rich homie quan,NA
echosmith,2014,"""Cool Kids""","""echosmith""",TRUE,1,Hitmix Music,2011-01-10,Hitmix Music,2010,FALSE,59,0,0,FALSE,Cool Kids,Pop,Indie Pop,237.626,echosmith,Pop
tinashe,2014,"""2 On""","[""tinashe"",""schoolboy q""]",TRUE,1,RCA Records Label,2014-10-01,RCA Records Label,2010,FALSE,65,0,0,FALSE,2 On,Unknown,NA,227,tinashe & schoolboy q,NA
brantley gilbert,2014,"""Bottoms Up""","""brantley gilbert""",TRUE,1,Average Joes Entertainment,2008,Average Joes Entertainment,2010,FALSE,68,0,0,FALSE,Bottoms Up,Country,Country,220.2,brantley gilbert,Country
becky g,2014,"""Shower""","""becky g""",TRUE,2,Kemosabe Records/RCA Records,2014-04-23,Kemosabe Records; RCA Records,2010,TRUE,69,1,1,TRUE,Shower,Pop,Pop,206.166,becky g,Pop
rixton,2014,"""Me and My Broken Heart""","""rixton""",TRUE,1,Silent Records/Giant Little Man,2014-01-01,Silent Records; Giant Little Man,2010,FALSE,70,0,0,FALSE,Me and My Broken Heart,Pop,Love At First Listen,193.733,rixton,Pop
martin garrix,2014,"""Animals""","""martin garrix""",TRUE,1,STMPD RCRDS,2013-06-17,STMPD RCRDS,2010,FALSE,71,0,0,FALSE,Animals,Electronic,House,304.228,martin garrix,Electronic
rich gang,2014,"""Lifestyle""","[""rich gang"",""young thug"",""rich homie quan""]",TRUE,1,Aftermath,2012,Aftermath,2010,TRUE,72,0,0,FALSE,Lifestyle,Unknown,NA,269.693,rich gang & young thug & rich homie quan,NA
the neighbourhood,2014,"""Sweater Weather""","""the neighbourhood""",TRUE,1,the [r]evolve group,2012-08-07,the [r]evolve group,2010,FALSE,75,0,0,FALSE,Sweater Weather,Pop,Indie,240.4,the neighbourhood,NA
sam hunt,2014,"""Leave the Night On""","""sam hunt""",TRUE,5,YEARS GONE BY,2008-07-23,YEARS GONE BY,2010,FALSE,76,4,2,TRUE,Leave the Night On,Country,Country,192.16,sam hunt,Country
naughty boy,2014,"""La La La""","[""naughty boy"",""sam smith""]",TRUE,1,Saregama,1980-12-01,Saregama,2010,FALSE,82,0,0,FALSE,La La La,Unknown,Wsum 91.7 Fm Madison,222.2,naughty boy & sam smith,NA
5 seconds of summer,2014,"""Amnesia""","""5 seconds of summer""",TRUE,4,Morr Music,2002-08-26,Morr Music,2010,FALSE,86,3,1.7320508075688772,TRUE,Amnesia,Pop,Australian,237.247,5 seconds of summer,Pop
kongos,2014,"""Come with Me Now""","""kongos""",TRUE,1,Epic,2014-01-27,Epic,2010,TRUE,88,0,0,FALSE,Come with Me Now,Rock,Alternative Rock,211.96,kongos,Rock
mike will made-it,2014,"""23""","[""mike will made-it"",""miley cyrus"",""wiz khalifa"",""and juicy j""]",TRUE,1,Mike WiLL Made-It,2013-01-01,Mike WiLL Made-It,2010,FALSE,90,0,0,FALSE,23,Unknown,NA,252.52,mike will made-it & miley cyrus & wiz khalifa & and juicy j,NA
schoolboy q,2014,"""Studio""","[""schoolboy q"",""bj the chicago kid""]",TRUE,1,Syntax Records,2007-03-27,Syntax Records,2010,FALSE,96,0,0,FALSE,Studio,Unknown,NA,278.066,schoolboy q & bj the chicago kid,NA
mark ronson,2015,"""Uptown Funk""","[""mark ronson"",""bruno mars""]",TRUE,1,fyto inc.,2009-02-04,fyto inc.,2010,FALSE,1,0,0,FALSE,Uptown Funk,Unknown,Ein Sau Gutes Liede,269.666,mark ronson & bruno mars,NA
fetty wap,2015,"""Trap Queen""","""fetty wap""",TRUE,4,300 Entertainment/RGF Productions,2015-05-04,300 Entertainment; RGF Productions,2010,FALSE,4,3,1.7320508075688772,TRUE,Trap Queen,Rap,Hip-Hop,222.093,fetty wap,Rap
walk the moon,2015,"""Shut Up and Dance""","""walk the moon""",TRUE,1,Ninja Tune,1999-01-01,Ninja Tune,2010,FALSE,6,0,0,FALSE,Shut Up and Dance,Pop,Indie Pop,199.08,walk the moon,Pop
silentó,2015,"""Watch Me""","""silentó""",TRUE,2,Capitol Records (US1A),2015-05-04,Capitol Records (US1A),2010,FALSE,8,1,1,TRUE,Watch Me,Unknown,NA,185.142,silentó,NA
the weeknd,2015,"""Earned It""","""the weeknd""",TRUE,18,Columbia/Legacy,1977,Columbia; Legacy,2010,FALSE,9,17,4.123105625617661,TRUE,Earned It,Rnb,R&B,277.68,the weeknd,Rnb
omi,2015,"""Cheerleader (Felix Jaehn Remix)""","""omi""",TRUE,1,Ultra/Louder Than Life/Columbia,2015-03-06,Ultra; Louder Than Life; Columbia,2010,FALSE,11,0,0,FALSE,Cheerleader (Felix Jaehn Remix),Pop,Pop,180.56,omi,Pop
hozier,2015,"""Take Me to Church""","""hozier""",TRUE,2,Rubyworks,2013-09-13,Rubyworks,2010,FALSE,14,1,1,TRUE,Take Me to Church,Pop,Indie,241.693,hozier,NA
major lazer,2015,"""Lean On""","[""major lazer"",""dj snake"",""mø""]",TRUE,3,DML Music IP,2015-06-01,DML Music IP,2010,FALSE,16,2,1.4142135623730951,TRUE,Lean On,Unknown,NA,176.561,major lazer & dj snake & mø,NA
skrillex,2015,"""Where Are Ü Now""","[""skrillex"",""diplo (jack ü)"",""justin bieber""]",TRUE,1,OWSLA/Mad Decent,2015-02-24,OWSLA; Mad Decent,2010,FALSE,19,0,0,FALSE,Where Are Ü Now,Unknown,NA,250.285,skrillex & diplo (jack ü) & justin bieber,NA
rachel platten,2015,"""Fight Song""","""rachel platten""",TRUE,1,Portrait/Sony Masterworks,2012,Portrait; Sony Masterworks,2010,FALSE,20,0,0,FALSE,Fight Song,Pop,Pop,204.013,rachel platten,Pop
fifth harmony,2015,"""Worth It""","[""fifth harmony"",""kid ink""]",TRUE,3,Syco Music/Epic,2015,Syco Music; Epic,2010,TRUE,23,2,1.4142135623730951,TRUE,Worth It,Unknown,NA,224.573,fifth harmony & kid ink,NA
andy grammer,2015,"""Honey, I'm Good.""","""andy grammer""",TRUE,1,S-Curve Records,2014-08-05,S-Curve Records,2010,FALSE,25,0,0,FALSE,"Honey, I'm Good.",Pop,Pop,199.263,andy grammer,Pop
shawn mendes,2015,"""Stitches""","""shawn mendes""",TRUE,11,Island Records,2015-04-14,Island Records,2010,FALSE,36,10,3.1622776601683795,TRUE,Stitches,Pop,Pop,206.88,shawn mendes,Pop
nick jonas,2015,"""Jealous""","""nick jonas""",TRUE,3,Spite,2014-03-21,Spite,2010,FALSE,38,2,1.4142135623730951,TRUE,Jealous,Pop,Pop,222.186,nick jonas,Pop
r. city,2015,"""Locked Away""","[""r. city"",""adam levine""]",TRUE,1,Mass Appeal,2007-07-31,Mass Appeal,2010,FALSE,40,0,0,FALSE,Locked Away,Unknown,NA,227.48,r. city & adam levine,NA
natalie la rose,2015,"""Somebody""","[""natalie la rose"",""jeremih""]",TRUE,1,Universal Records,2014-01-06,Universal Records,2010,FALSE,41,0,0,FALSE,Somebody,Unknown,NA,189.906,natalie la rose & jeremih,NA
rich homie quan,2015,"""Flex (Ooh, Ooh, Ooh)""","""rich homie quan""",TRUE,1,"Think It's A Game Entertainment, LLC / Rich Homiez",2014-02-28,"Think It's A Game Entertainment, LLC; Rich Homiez",2010,FALSE,49,0,0,FALSE,"Flex (Ooh, Ooh, Ooh)",Rap,Hip-Hop,176.744,rich homie quan,Rap
t-wayne,2015,"""Nasty Freestyle""","""t-wayne""",TRUE,1,300 Entertainment/Unauthorized Entertinament,2015-05-04,300 Entertainment; Unauthorized Entertinament,2010,FALSE,50,0,0,FALSE,Nasty Freestyle,Rap,Hip-Hop,142.212,t-wayne,Rap
x ambassadors,2015,"""Renegades""","""x ambassadors""",TRUE,2,Kid Ina Korner / Interscope,2015-06-30,Kid Ina Korner; Interscope,2010,FALSE,54,1,1,TRUE,Renegades,Rock,Alternative,195.2,x ambassadors,Rock
ariana grande and the weeknd,2015,"""Love Me Harder""","""ariana grande and the weeknd""",TRUE,1,Universal Records,2014-08-22,Universal Records,2010,FALSE,56,0,0,FALSE,Love Me Harder,Unknown,NA,235.363,ariana grande and the weeknd,NA
meek mill,2015,"""All Eyes on You""","[""meek mill"",""chris brown"",""nicki minaj""]",TRUE,2,MMG/Atlantic,2015-06-29,MMG; Atlantic,2010,FALSE,69,1,1,TRUE,All Eyes on You,Unknown,NA,223.973,meek mill & chris brown & nicki minaj,NA
rae sremmurd,2015,"""No Type""","""rae sremmurd""",TRUE,4,P.I.N.T,2014-05-09,P.I.N.T,2010,FALSE,70,3,1.7320508075688772,TRUE,No Type,Rap,Hip-Hop,200.08,rae sremmurd,NA
vance joy,2015,"""Riptide""","""vance joy""",TRUE,1,Spite,2014-03-21,Spite,2010,FALSE,71,0,0,FALSE,Riptide,Folk,Folk,204.28,vance joy,Folk
jidenna,2015,"""Classic Man""","[""jidenna"",""roman gianarthur""]",TRUE,1,Wondaland Records/Epic,2015-02-03,Wondaland Records; Epic,2010,TRUE,72,0,0,FALSE,Classic Man,Unknown,NA,226,jidenna & roman gianarthur,NA
elle king,2015,"""Ex's & Oh's""","""elle king""",TRUE,2,RCA Records Label,2014-09-23,RCA Records Label,2010,FALSE,73,1,1,TRUE,Ex's & Oh's,Rock,Rock,202.173,elle king,Rock
charlie puth,2015,"""Marvin Gaye""","[""charlie puth"",""meghan trainor""]",TRUE,5,Wati B,2009,Wati B,2010,FALSE,75,4,2,TRUE,Marvin Gaye,Unknown,NA,190.453,charlie puth & meghan trainor,NA
james newton howard,2015,"""The Hanging Tree""","[""james newton howard"",""jennifer lawrence""]",TRUE,1,"Tommy Boy Music, LLC",1991-10-15,"Tommy Boy Music, LLC",2010,FALSE,78,0,0,FALSE,The Hanging Tree,Unknown,NA,218.506,james newton howard & jennifer lawrence,NA
o.t. genasis,2015,"""CoCo""","""o.t. genasis""",TRUE,2,4AD,2012-02-21,4AD,2010,FALSE,79,1,1,TRUE,CoCo,Rap,Rap,239.573,o.t. genasis,Rap
