primary_artist,Year,Title,record_label,album_year,decade,is_major_label,reappears_after_first
major lazer,2015,"""Lean On""",DML Music IP,2015-06-01,2010,FALSE,TRUE
jason derulo,2015,"""Want to Want Me""",Beluga Heights/Warner Records,2010-02-24,2010,FALSE,TRUE
taylor swift,2015,"""Shake It Off""","Big Machine Records, LLC",2014-10-27,2010,FALSE,TRUE
skrillex,2015,"""Where Are Ü Now""",OWSLA/Mad Decent,2015-02-24,2010,FALSE,FALSE
rachel platten,2015,"""Fight Song""",Portrait/Sony Masterworks,2012,2010,FALSE,FALSE
fetty wap,2015,"""679""",Dance Stylez Entertainment LLC,2014-11-18,2010,FALSE,TRUE
meghan trainor,2015,"""Lips Are Movin""",Hitmix Music,2010-06-18,2010,FALSE,TRUE
fifth harmony,2015,"""Worth It""",Syco Music/Epic,2015,2010,TRUE,TRUE
omarion,2015,"""Post to Be""",MMG/Warner Records,2012-06-22,2010,FALSE,TRUE
andy grammer,2015,"""Honey, I'm Good.""",S-Curve Records,2014-08-05,2010,FALSE,FALSE
sam smith,2015,"""I'm Not the Only One""",Pictures Music,2013-03-04,2010,FALSE,TRUE
selena gomez,2015,"""Good for You""",Selena Gomez PS,2015-08-07,2010,FALSE,TRUE
meghan trainor,2015,"""All About That Bass""",Epic,2014-06-30,2010,TRUE,TRUE
taylor swift,2015,"""Style""","Big Machine Records, LLC",2014-10-27,2010,FALSE,TRUE
drake,2015,"""Hotline Bling""",Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06,2010,FALSE,TRUE
david guetta,2015,"""Hey Mama""",Atlantic/Parlophone,2014-11-10,2010,FALSE,TRUE
flo rida,2015,"""G.D.F.R.""",Poe Boy/Atlantic,2008-03-17,2010,FALSE,TRUE
justin bieber,2015,"""What Do You Mean?""",RBMG/Def Jam,2015-11-13,2010,FALSE,TRUE
ed sheeran,2015,"""Photograph""",Atlantic Records UK,2013,2010,FALSE,TRUE
adele,2015,"""Hello""",XL Recordings,2015-11-20,2010,FALSE,TRUE
shawn mendes,2015,"""Stitches""",Island Records,2015-04-14,2010,FALSE,TRUE
tove lo,2015,"""Talking Body""",Universal Music AB,2014-09-24,2010,FALSE,TRUE
nick jonas,2015,"""Jealous""",Spite,2014-03-21,2010,FALSE,TRUE
pitbull,2015,"""Time of Our Lives""",The Orchard,2004-08-24,2010,FALSE,TRUE
r. city,2015,"""Locked Away""",Mass Appeal,2007-07-31,2010,FALSE,FALSE
natalie la rose,2015,"""Somebody""",Universal Records,2014-01-06,2010,FALSE,FALSE
rihanna,2015,"""FourFiveSeconds""",Def Jam Recordings,2012-01-01,2010,TRUE,TRUE
fall out boy,2015,"""Centuries""",Trench Records,2015-01-07,2010,FALSE,TRUE
fetty wap,2015,"""My Way""",Commission Records,2015-07-31,2010,FALSE,TRUE
sam hunt,2015,"""Take Your Time""",MCA Nashville,2014-10-24,2010,FALSE,TRUE
maroon 5,2015,"""Animals""",Interscope Records*,2010,2010,FALSE,TRUE
big sean,2015,"""I Don't Fuck with You""",Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2015-02-23,2010,FALSE,TRUE
rihanna,2015,"""Bitch Better Have My Money""",Def Jam Recordings,2006-04-10,2010,TRUE,TRUE
rich homie quan,2015,"""Flex (Ooh, Ooh, Ooh)""","Think It's A Game Entertainment, LLC / Rich Homiez",2014-02-28,2010,FALSE,FALSE
t-wayne,2015,"""Nasty Freestyle""",300 Entertainment/Unauthorized Entertinament,2015-05-04,2010,FALSE,FALSE
nicki minaj,2015,"""Only""",Cash Money Records/Motown Records,2009-01-01,2010,FALSE,TRUE
sia,2015,"""Elastic Heart""",fyto inc.,2009-02-04,2010,FALSE,TRUE
demi lovato,2015,"""Cool for the Summer""",Hollywood Records,2015-01-01,2010,FALSE,TRUE
x ambassadors,2015,"""Renegades""",Kid Ina Korner / Interscope,2015-06-30,2010,FALSE,TRUE
usher,2015,"""I Don't Mind""",Aftermath,2012,2010,TRUE,TRUE
ariana grande and the weeknd,2015,"""Love Me Harder""",Universal Records,2014-08-22,2010,FALSE,FALSE
taylor swift,2015,"""Wildest Dreams""","Big Machine Records, LLC",2014-10-27,2010,FALSE,TRUE
sam smith,2015,"""Stay with Me""",PLG - Capitol,2014-05-26,2010,FALSE,TRUE
dj snake,2015,"""You Know You Like It""",Universal-Island Records Ltd.,2014-10-14,2010,FALSE,TRUE
fall out boy,2015,"""Uma Thurman""",Island Records,2015-01-16,2010,FALSE,TRUE
beyoncé,2015,"""7/11""",Yellow Ranger,2014-02-11,2010,FALSE,TRUE
selena gomez,2015,"""The Heart Wants What It Wants""",Hollywood Records,2014-01-01,2010,FALSE,TRUE
little big town,2015,"""Girl Crush""",Slip N Slide Records,2008-01-01,2010,FALSE,TRUE
trey songz,2015,"""Slow Motion""",Atlantic Records,2009-08-31,2010,FALSE,TRUE
one direction,2015,"""Drag Me Down""",Syco Music,2010-11-29,2010,FALSE,TRUE
nicki minaj,2015,"""Truffle Butter""",Bad Boy / Kon Live / Interscope,2011-01-01,2010,FALSE,TRUE
ariana grande,2015,"""One Last Time""",Universal Records,2014-08-22,2010,FALSE,TRUE
nick jonas,2015,"""Chains""",Rick Hip-Flores,2014-04-13,2010,FALSE,TRUE
meek mill,2015,"""All Eyes on You""",MMG/Atlantic,2015-06-29,2010,FALSE,TRUE
rae sremmurd,2015,"""No Type""",P.I.N.T,2014-05-09,2010,FALSE,TRUE
vance joy,2015,"""Riptide""",Spite,2014-03-21,2010,FALSE,FALSE
jidenna,2015,"""Classic Man""",Wondaland Records/Epic,2015-02-03,2010,TRUE,FALSE
elle king,2015,"""Ex's & Oh's""",RCA Records Label,2014-09-23,2010,FALSE,TRUE
meghan trainor,2015,"""Dear Future Husband""",Epic,2015-01-09,2010,TRUE,TRUE
charlie puth,2015,"""Marvin Gaye""",Wati B,2009,2010,FALSE,TRUE
meghan trainor,2015,"""Like I'm Gonna Lose You""",Epic,2015-01-09,2010,TRUE,TRUE
tove lo,2015,"""Habits (Stay High)""",Universal Music AB,2014-01-01,2010,FALSE,TRUE
james newton howard,2015,"""The Hanging Tree""","Tommy Boy Music, LLC",1991-10-15,2010,FALSE,FALSE
o.t. genasis,2015,"""CoCo""",4AD,2012-02-21,2010,FALSE,TRUE
jessie j,2015,"""Bang Bang""",Universal Records,2014-08-22,2010,FALSE,TRUE
sam smith,2015,"""Lay Me Down""",PLG - Capitol,2014-05-26,2010,FALSE,TRUE
ilovemakonnen,2015,"""Tuesday""",OVO Sound,2014-09-01,2010,TRUE,FALSE
ilovememphis,2015,"""Hit the Quan""","Records Label, LLC",2015-10-09,2010,FALSE,FALSE
macklemore,2015,"""Downtown""",Real Sounds,2015-09-11,2010,FALSE,TRUE
sam hunt,2015,"""House Party""",Capitol Records,1989-07-25,2010,FALSE,TRUE
chris brown,2015,"""Ayo""",Jive,2005,2010,TRUE,TRUE
luke bryan,2015,"""Kick the Dust Up""",Capitol Records Nashville,2015-08-07,2010,FALSE,TRUE
big sean,2015,"""Blessings""",Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2015-02-23,2010,FALSE,TRUE
george ezra,2015,"""Budapest""",Columbia,2013-11-03,2010,FALSE,FALSE
sia,2015,"""Chandelier""",Vitamin Records,2014-08-19,2010,FALSE,TRUE
kelly clarkson,2015,"""Heartbeat Song""",Hitmix Music,2011-01-10,2010,FALSE,TRUE
ed sheeran,2015,"""Don't""",Atlantic Records UK,2013,2010,FALSE,TRUE
ella henderson,2015,"""Ghost""",Syco Music,2014-06-08,2010,FALSE,FALSE
alessia cara,2015,"""Here""","EP Entertainment, LLC / Def Jam",2015-11-13,2010,FALSE,TRUE
mr probz,2015,"""Waves (Robin Schulz Remix)""",Left Lane Recordings,2013-11-22,2010,FALSE,FALSE
nicky jam,2015,"""El Perdón""",Sony Music Latin,2017-01-20,2010,FALSE,TRUE
ne-yo,2015,"""She Knows""","Ranch Entertainment, Inc.",2013-08-20,2010,FALSE,TRUE
one direction,2015,"""Night Changes""",Rhino Atlantic,1989,2010,FALSE,TRUE
drake,2015,"""Back to Back""",Cash Money Records/Young Money Ent./Universal Rec.,2011-11-15,2010,FALSE,TRUE
calvin harris,2015,"""How Deep Is Your Love""",Columbia,2015-07-17,2010,FALSE,TRUE
justin bieber,2016,"""Love Yourself""",Legacy,2015-01-05,2010,FALSE,TRUE
justin bieber,2016,"""Sorry""",Sony Music/AZAD,2009-05-22,2010,FALSE,TRUE
drake,2016,"""One Dance""",Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06,2010,FALSE,TRUE
rihanna,2016,"""Work""",EMI,2014-01-01,2010,FALSE,TRUE
twenty one pilots,2016,"""Stressed Out""",Fueled By Ramen,2015-05-15,2010,FALSE,TRUE
desiigner,2016,"""Panda""",Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2016-02-26,2010,FALSE,FALSE
adele,2016,"""Hello""",XL Recordings,2015-11-20,2010,FALSE,TRUE
the chainsmokers,2016,"""Don't Let Me Down""",Disruptor Records/Columbia,2016-02-05,2010,FALSE,TRUE
justin timberlake,2016,"""Can't Stop the Feeling!""",Leo,2016-07-18,2010,FALSE,TRUE
the chainsmokers,2016,"""Closer""",Disruptor Records/Columbia,2016-07-29,2010,FALSE,TRUE
sia,2016,"""Cheap Thrills""",Monkey Puzzle Records/RCA Records,2016-02-11,2010,TRUE,TRUE
lukas graham,2016,"""7 Years""",Warner Records,2016-04-01,2010,FALSE,FALSE
rihanna,2016,"""Needed Me""",Roc Nation / Rihanna,2016-01-28,2010,FALSE,TRUE
flo rida,2016,"""My House""",Nervous Records,2007-02-06,2010,FALSE,TRUE
mike posner,2016,"""I Took a Pill in Ibiza""","Monster Mountain, LLC / Island",2016-05-06,2010,FALSE,TRUE
fifth harmony,2016,"""Work from Home""",Rounder Records,1989-01-01,2010,FALSE,TRUE
calvin harris,2016,"""This Is What You Came For""",Battle Axe,2003,2010,FALSE,TRUE
dnce,2016,"""Cake by the Ocean""",Kidz Bop,2016-01-01,2010,FALSE,FALSE
g-eazy,2016,"""Me, Myself & I""",BPG/RVG/RCA Records,2015-12-04,2010,TRUE,TRUE
twenty one pilots,2016,"""Ride""",Fueled By Ramen,2015-05-15,2010,FALSE,TRUE
twenty one pilots,2016,"""Heathens""",Atlantic Records,2016-06-16,2010,FALSE,TRUE
zayn,2016,"""Pillowtalk""",RCA Records Label,2016-02-25,2010,FALSE,TRUE
shawn mendes,2016,"""Stitches""",Island Records,2015-04-14,2010,FALSE,TRUE
drake,2016,"""Hotline Bling""",Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06,2010,FALSE,TRUE
major lazer,2016,"""Cold Water""",Mad Decent PS (Bieber/Major Lazer),2016-07-22,2010,FALSE,TRUE
adele,2016,"""Send My Love (To Your New Lover)""",Columbia/Legacy,1988-11-29,2010,FALSE,TRUE
the chainsmokers,2016,"""Roses""",Disruptor Records/Columbia,2015-06-16,2010,FALSE,TRUE
shawn mendes,2016,"""Treat You Better""",Island Records,2016-08-16,2010,FALSE,TRUE
drake,2016,"""Too Good""",Cash Money Records/Young Money Ent./Universal Rec.,2011-11-15,2010,FALSE,TRUE
future,2016,"""Low Life""",Epic/Freebandz/A1,2016-04-13,2010,TRUE,TRUE
justin bieber,2016,"""What Do You Mean?""",RBMG/Def Jam,2015-11-13,2010,FALSE,TRUE
the weeknd,2016,"""The Hills""",Universal Republic Records,2015-08-28,2010,FALSE,TRUE
p!nk,2016,"""Just Like Fire""",RCA Records/Walt Disney Records,2016-04-15,2010,TRUE,TRUE
dram,2016,"""Broccoli""",Rhino Atlantic,2000,2010,FALSE,TRUE
bryson tiller,2016,"""Don't""",TrapSoul/RCA Records,2015-10-02,2010,TRUE,TRUE
ariana grande,2016,"""Dangerous Woman""",Dangerous Woman,2016-04-19,2010,FALSE,TRUE
drake,2016,"""Jumpman""",Cash Money Records Inc.,2015-09-20,2010,FALSE,TRUE
gnash,2016,"""I Hate U, I Love U""",SONIC GROOVE,2012-02-29,2010,FALSE,FALSE
alessia cara,2016,"""Here""","EP Entertainment, LLC / Def Jam",2015-11-13,2010,FALSE,TRUE
selena gomez,2016,"""Same Old Love""",Quadeca,2015-09-16,2010,FALSE,TRUE
drake,2016,"""Controlla""",Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06,2010,FALSE,TRUE
meghan trainor,2016,"""Like I'm Gonna Lose You""",Epic,2015-01-09,2010,TRUE,TRUE
charlie puth,2016,"""One Call Away""",Artist Partner,2015-11-05,2010,FALSE,TRUE
james bay,2016,"""Let It Go""",Universal Records,2014-12-15,2010,FALSE,FALSE
meghan trainor,2016,"""No""",Epic,2017-05-12,2010,TRUE,TRUE
zara larsson,2016,"""Never Forget You""",Legacy Recordings,2016-12-30,2010,FALSE,FALSE
dj snake,2016,"""Let Me Love You""",RCA/Legacy,2011-12-06,2010,FALSE,TRUE
kent jones,2016,"""Don't Mind""",Broken Bow Records,2010-11-02,2010,FALSE,FALSE
florida georgia line,2016,"""H.O.L.Y.""",BMX,2012-01-01,2010,FALSE,TRUE
charlie puth,2016,"""We Don't Talk Anymore""",Artist Partner,2015-11-05,2010,FALSE,TRUE
ariana grande,2016,"""Into You""",Universal Records,2016-05-20,2010,FALSE,TRUE
kiiara,2016,"""Gold""",Atlantic Records,2016-03-22,2010,FALSE,FALSE
bryson tiller,2016,"""Exchange""",TrapSoul/RCA Records,2015-10-02,2010,TRUE,TRUE
fetty wap,2016,"""679""",Dance Stylez Entertainment LLC,2014-11-18,2010,FALSE,TRUE
jeremih,2016,"""Oui""",Def Jam,2015-12-04,2010,FALSE,TRUE
selena gomez,2016,"""Hands to Myself""",Selena Gomez PS,2015-10-09,2010,FALSE,TRUE
kevin gates,2016,"""2 Phones""",Duetti,2013-03-12,2010,FALSE,FALSE
the weeknd,2016,"""Starboy""",Universal Republic Records,2016-11-24,2010,FALSE,TRUE
dj khaled,2016,"""For Free""",eOne Music,2012-10-02,2010,FALSE,TRUE
flume,2016,"""Never Be Like You""",Mom+Pop,2016-01-16,2010,FALSE,FALSE
the weeknd,2016,"""In the Night""",OVO Sound,2014-12-15,2010,TRUE,TRUE
meghan trainor,2016,"""Me Too""",Epic,2017-05-12,2010,TRUE,TRUE
elle king,2016,"""Ex's & Oh's""",RCA Records Label,2014-09-23,2010,FALSE,TRUE
thomas rhett,2016,"""Die a Happy Man""","The Valory Music Co., LLC",2015-01-01,2010,FALSE,TRUE
post malone,2016,"""White Iverson""",Universal Records,2016-12-09,2010,FALSE,TRUE
nick jonas,2016,"""Close""",Safehouse Records / Island Records,2015-11-20,2010,FALSE,TRUE
x ambassadors,2016,"""Unsteady""",Kid Ina Korner / Interscope,2015-06-30,2010,FALSE,TRUE
lil wayne,2016,"""Sucker for Pain""",Atlantic Records,2016-06-24,2010,FALSE,TRUE
yo gotti,2016,"""Down in the DM""",Epic/CMG,2016-02-19,2010,TRUE,TRUE
tory lanez,2016,"""Luv""",Benny Blanco Major,2016-08-19,2010,FALSE,FALSE
beyoncé,2016,"""Sorry""",Def Jam Recordings,2015-12-04,2010,TRUE,TRUE
the weeknd,2016,"""Can't Feel My Face""",Universal Republic Records,2015-08-28,2010,FALSE,TRUE
coldplay,2016,"""Hymn for the Weekend""",Parlophone UK,2015-12-04,2010,FALSE,TRUE
tory lanez,2016,"""Say It""",Benny Blanco Major,2016-08-19,2010,FALSE,FALSE
travis scott,2016,"""Antidote""",Cactus Jack / Epic,2015-09-04,2010,TRUE,TRUE
ruth b,2016,"""Lost Boy""",Columbia,2015-08-21,2010,FALSE,FALSE
ariana grande,2016,"""Side to Side""",Universal Records,2016-05-20,2010,FALSE,TRUE
daya,2016,"""Sit Still, Look Pretty""",Artbeatz - Daya,2016-08-30,2010,FALSE,FALSE
taylor swift,2016,"""Wildest Dreams""","Big Machine Records, LLC",2014-10-27,2010,FALSE,TRUE
dj snake,2016,"""Middle""",OWSLA,2016-01-29,2010,FALSE,TRUE
ellie goulding,2016,"""On My Mind""",Polydor Records,2015-10-16,2010,FALSE,TRUE
drake,2016,"""Pop Style""",Cash Money Records/Young Money Ent./Universal Rec.,2013-01-01,2010,FALSE,TRUE
adele,2016,"""When We Were Young""",XL Recordings,2015-11-20,2010,FALSE,TRUE
daya,2016,"""Hide Away""",TV Girl,2014-06-05,2010,FALSE,FALSE
major lazer,2016,"""Lean On""",DML Music IP,2015-06-01,2010,FALSE,TRUE
shawn mendes,2016,"""I Know What You Did Last Summer""",Island Records,2015-04-14,2010,FALSE,TRUE
fat joe,2016,"""All the Way Up""",Priority Records,1992-11-17,2010,FALSE,TRUE
silentó,2016,"""Watch Me""",Capitol Records (US1A),2015-05-04,2010,FALSE,TRUE
chris brown,2016,"""Back to Sleep""",Jive,2005,2010,TRUE,TRUE
usher,2016,"""No Limit""",RCA Records Label,2016-09-16,2010,FALSE,TRUE
o.t. genasis,2016,"""Cut It""",Atlantic Records / The Conglomerate Entertainment,2014-07-08,2010,FALSE,TRUE
kevin gates,2016,"""Really Really""",Duetti,2013-03-12,2010,FALSE,FALSE
fifth harmony,2016,"""All In My Head (Flex)""",Syco Music/Epic,2016-05-27,2010,TRUE,TRUE
hailee steinfeld,2016,"""Starving""",Universal Records,2016-07-22,2010,FALSE,TRUE
coldplay,2016,"""Adventure of a Lifetime""",Parlophone UK,2015-12-04,2010,FALSE,TRUE
tim mcgraw,2016,"""Humble and Kind""","Big Machine Records, LLC",2015-01-01,2010,FALSE,TRUE
future,2016,"""Wicked""",SFP Worldwide,2012-04-24,2010,FALSE,TRUE
desiigner,2016,"""Tiimmy Turner""",Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2016-07-22,2010,FALSE,FALSE
wiz khalifa,2016,"""See You Again""",Atlantic Records,2015,2010,FALSE,TRUE
one direction,2016,"""Perfect""",A&M,1995-01-01,2010,FALSE,TRUE
ed sheeran,2017,"""Shape of You""",Fame On Fire,2017-01-29,2010,FALSE,TRUE
luis fonsi,2017,"""Despacito (Remix)""",Musicom,2017,2010,FALSE,FALSE
bruno mars,2017,"""That's What I Like""",Rebel Rock/Grand Hustle/Atlantic,2010-04-27,2010,FALSE,TRUE
kendrick lamar,2017,"""Humble""",Aftermath,2017-04-14,2010,TRUE,TRUE
the chainsmokers,2017,"""Something Just Like This""",Megaphonic,2005,2010,FALSE,TRUE
migos,2017,"""Bad and Boujee""",Quality Control Music,2016-10-28,2010,FALSE,TRUE
the chainsmokers,2017,"""Closer""",Disruptor Records/Columbia,2016-07-29,2010,FALSE,TRUE
sam hunt,2017,"""Body Like a Back Road""",MCA Nashville,2017-02-01,2010,FALSE,TRUE
imagine dragons,2017,"""Believer""",Kid Ina Korner / Interscope,2012-09-04,2010,FALSE,TRUE
post malone,2017,"""Congratulations""",Universal Records,2016-12-09,2010,FALSE,TRUE
james arthur,2017,"""Say You Won't Let Go""",Columbia,2016-09-09,2010,FALSE,FALSE
dj khaled,2017,"""I'm the One""",Cash Money,2011-01-01,2010,FALSE,TRUE
lil uzi vert,2017,"""XO Tour Llif3""",Generation Now/Atlantic,2017-08-25,2010,FALSE,TRUE
future,2017,"""Mask Off""",XL Recordings,2011-05-09,2010,FALSE,TRUE
french montana,2017,"""Unforgettable""",Coke Boys Music Group,2011-02-16,2010,FALSE,FALSE
bruno mars,2017,"""24K Magic""",Atlantic Records,2016-11-17,2010,FALSE,TRUE
zedd,2017,"""Stay""",Interscope,2012,2010,FALSE,TRUE
dj khaled,2017,"""Wild Thoughts""",Epic/We The Best,2017-06-20,2010,TRUE,TRUE
rae sremmurd,2017,"""Black Beatles""",Mike WiLL Made-It,2016-08-12,2010,FALSE,TRUE
the weeknd,2017,"""Starboy""",Universal Republic Records,2016-11-24,2010,FALSE,TRUE
khalid,2017,"""Location""","Right Hand Music Group, LLC/RCA Records",2017-03-17,2010,TRUE,TRUE
charlie puth,2017,"""Attention""",Artist Partner,2017-06-09,2010,FALSE,TRUE
shawn mendes,2017,"""There's Nothing Holdin' Me Back""",Island Records,2017-04-20,2010,FALSE,TRUE
cardi b,2017,"""Bodak Yellow""",Atlantic/KSR,2018-04-05,2010,FALSE,TRUE
childish gambino,2017,"""Redbone""",Glassnote - VMG,2011-11-15,2010,FALSE,TRUE
zayn,2017,"""I Don't Wanna Live Forever""",Fifty Shades Darker,2017-02-10,2010,FALSE,TRUE
kygo,2017,"""It Ain't Me""",Interscope,2017-02-17,2010,FALSE,FALSE
kyle,2017,"""iSpy""",independently popular.,2016-12-02,2010,FALSE,FALSE
julia michaels,2017,"""Issues""",Universal Music LLC,2012-01-01,2010,FALSE,FALSE
alessia cara,2017,"""Scars to Your Beautiful""","EP Entertainment, LLC / Def Jam",2015-11-13,2010,FALSE,TRUE
logic,2017,"""1-800-273-8255""",Def Jam Recordings,2017-05-05,2010,TRUE,TRUE
niall horan,2017,"""Slow Hands""",Capitol Records (US1A),2017-05-04,2010,FALSE,FALSE
rihanna,2017,"""Love on the Brain""",Roc Nation / Rihanna,2016-01-28,2010,FALSE,TRUE
the weeknd,2017,"""I Feel It Coming""",Universal Republic Records,2016-11-24,2010,FALSE,TRUE
big sean,2017,"""Bounce Back""",Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2015-02-23,2010,FALSE,TRUE
liam payne,2017,"""Strip That Down""",Capitol Records UK / EMI,2017-05-18,2010,FALSE,FALSE
drake,2017,"""Fake Love""",Cash Money Records/Young Money Ent./Universal Rec.,2017-03-18,2010,FALSE,TRUE
maroon 5,2017,"""Don't Wanna Know""",Interscope Records*,2016-12-23,2010,FALSE,TRUE
taylor swift,2017,"""Look What You Made Me Do""","Big Machine Records, LLC",2017-11-10,2010,FALSE,TRUE
ed sheeran,2017,"""Castle on the Hill""",Caroline Records,2009-01-01,2010,FALSE,TRUE
machine gun kelly,2017,"""Bad Things""",Bad Boy / Interscope,2017-05-12,2010,FALSE,TRUE
the chainsmokers,2017,"""Paris""",Atlantic Records,2016-11-17,2010,FALSE,TRUE
ariana grande,2017,"""Side to Side""",Universal Records,2016-05-20,2010,FALSE,TRUE
clean bandit,2017,"""Rockabye""",Atlantic Records UK,2016-10-21,2010,FALSE,TRUE
portugal. the man,2017,"""Feel It Still""",Polyvinyl Records,2017-04-07,2010,FALSE,TRUE
dj snake,2017,"""Let Me Love You""",RCA/Legacy,2011-12-06,2010,FALSE,TRUE
demi lovato,2017,"""Sorry Not Sorry""",Island Records,2017-09-29,2010,FALSE,TRUE
21 savage,2017,"""Bank Account""","Slaughter Gang, LLC/Epic Records",2017-07-06,2010,FALSE,TRUE
justin timberlake,2017,"""Can't Stop the Feeling!""",Leo,2016-07-18,2010,FALSE,TRUE
j balvin,2017,"""Mi Gente""",UMLE - Latino,2017-06-30,2010,FALSE,TRUE
imagine dragons,2017,"""Thunder""",Kid Ina Korner / Interscope,2017-06-23,2010,FALSE,TRUE
migos,2017,"""T-shirt""",Quality Control Music,2017-01-27,2010,FALSE,TRUE
yo gotti,2017,"""Rake It Up""",Epic/CMG,2013-11-16,2010,TRUE,TRUE
shawn mendes,2017,"""Mercy""","Big Machine Label Group, LLC",2017-02-10,2010,FALSE,TRUE
kodak black,2017,"""Tunnel Vision""",Dollaz N Dealz,2015-12-26,2010,FALSE,TRUE
post malone,2017,"""Rockstar""",Republic Records,2018-04-27,2010,TRUE,TRUE
brett young,2017,"""In Case You Didn't Know""","Big Machine Label Group, LLC",2017-02-10,2010,FALSE,TRUE
twenty one pilots,2017,"""Heathens""",Atlantic Records,2016-06-16,2010,FALSE,TRUE
halsey,2017,"""Now or Never""",Astralwerks (ASW),2017-06-02,2010,FALSE,TRUE
aminé,2017,"""Caroline""",Universal Records,2017-07-28,2010,FALSE,FALSE
ayo,2017,"""Rolex""",SHONUFF DIGITAL MEDIA,2017-03-03,2010,FALSE,FALSE
kendrick lamar,2017,"""DNA""",Aftermath,2017-04-13,2010,TRUE,TRUE
zay hilfigerrr,2017,"""Juju on That Beat (TZ Anthem)""","Tha Lights Global, INC/Atlantic Recording Corp",2016-09-30,2010,FALSE,FALSE
rae sremmurd,2017,"""Swang""",Music Line Entertainment,2009-01-01,2010,FALSE,TRUE
drake,2017,"""Passionfruit""",Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06,2010,FALSE,TRUE
kendrick lamar,2017,"""Loyalty""",Aftermath,2017-04-13,2010,TRUE,TRUE
kesha,2017,"""Praying""",Kemosabe Records/RCA Records,2017-08-11,2010,TRUE,TRUE
travis scott,2017,"""Goosebumps""",Cactus Jack / Epic,2016-09-16,2010,TRUE,TRUE
maroon 5,2017,"""Cold""",Interscope Records*,2010,2010,FALSE,TRUE
dram,2017,"""Broccoli""",Rhino Atlantic,2000,2010,FALSE,TRUE
calvin harris,2017,"""Slide""",Columbia,2017-02-24,2010,FALSE,TRUE
kane brown,2017,"""What Ifs""",1st & 15th/Atlantic,2011-03-04,2010,FALSE,TRUE
katy perry,2017,"""Chained to the Rhythm""",Capitol Records (CAP),2017-03-24,2010,FALSE,TRUE
calvin harris,2017,"""Feels""",mudhutdigital.com,2014-11-25,2010,FALSE,TRUE
jon bellion,2017,"""All Time Low""",The Orchard,2002-10-29,2010,FALSE,FALSE
luke combs,2017,"""Hurricane""",River House Artists/Columbia Nashville,2017-06-02,2010,FALSE,TRUE
sam smith,2017,"""Too Good at Goodbyes""",Stag Records,2001-09-25,2010,FALSE,TRUE
khalid,2017,"""Young Dumb & Broke""",Fullsteam,2014-05-23,2010,FALSE,TRUE
playboi carti,2017,"""Magnolia""",AWGE Label,2017-04-14,2010,FALSE,FALSE
sza,2017,"""Love Galore""",Top Dawg Entertainment/RCA Records,2017-06-09,2010,TRUE,TRUE
a boogie wit da hoodie,2017,"""Drowning""",ZR64,2014,2010,FALSE,TRUE
hailee steinfeld,2017,"""Starving""",Universal Records,2016-07-22,2010,FALSE,TRUE
gucci mane,2017,"""Both""",RBC Records,2006-10-11,2010,FALSE,TRUE
p!nk,2017,"""What About Us""",RCA Records Label,2017-09-15,2010,FALSE,TRUE
jason derulo,2017,"""Swalla""",Beluga Heights/Warner Records,2010-02-24,2010,FALSE,TRUE
migos,2017,"""Slippery""",Cactus Jack/Epic,2014-08-18,2010,TRUE,TRUE
harry styles,2017,"""Sign of the Times""",Columbia,2017-05-12,2010,FALSE,TRUE
adele,2017,"""Water Under the Bridge""",XL Recordings,2015-11-20,2010,FALSE,TRUE
miley cyrus,2017,"""Malibu""",RCA Records Label,2017-05-11,2010,FALSE,TRUE
marian hill,2017,"""Down""",Photo Finish / Republic Records,2016-06-20,2010,TRUE,FALSE
cheat codes,2017,"""No Promises""",300 Entertainment,2017-03-31,2010,FALSE,FALSE
shawn mendes,2017,"""Treat You Better""",Island Records,2016-08-16,2010,FALSE,TRUE
gucci mane,2017,"""I Get the Bag""",Warner Records,2011-03-18,2010,FALSE,TRUE
dustin lynch,2017,"""Small Town Boy""",Broken Bow Records,2014-09-09,2010,FALSE,FALSE
yfn lucci,2017,"""Everyday We Lit""",Think It's A Game Records,2016-02-17,2010,FALSE,FALSE
camila cabello,2017,"""Havana""",Syco Music/Epic,2017-11-12,2010,TRUE,TRUE
maroon 5,2017,"""What Lovers Do""",Interscope Records*,2010,2010,FALSE,TRUE
blackbear,2017,"""Do Re Mi""",Motown,1970-05-08,2010,FALSE,TRUE
xxxtentacion,2017,"""Look at Me!""",Bad Vibes Forever / EMPIRE,2017-02-20,2010,FALSE,TRUE
keith urban,2017,"""The Fighter""",Bob baker & Associates,2011-12-04,2010,FALSE,TRUE
drake,2018,"""God's Plan""",Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06,2010,FALSE,TRUE
ed sheeran,2018,"""Perfect""",Atlantic Records UK,2017-03-03,2010,FALSE,TRUE
